branch,client_id,region,first_purchase,orders_count,payment_sum
UR,458,Тюменская область,2015-16-07,10,142851.04
UR,459,Ямало-Ненецкий автономный округ,2015-21-10,4,22535.01
NK,452,Ставропольский край,2014-25-08,8,83133.43
SB,449,Республика Тыва,2016-15-05,9,138922.20
NW,434,Калининградская область,2015-08-03,5,38202.08
VG,468,Республика Мордовия,2012-28-07,13,250212.66
SB,450,Красноярский край,2015-19-05,1,3198.32
UR,460,Ханты-Мансийский автономный округ,2010-05-10,12,95070.81
NW,435,Вологодская область,2011-31-05,10,58574.37
VG,469,Республика Татарстан,2014-13-11,5,95076.67
SB,451,Кемеровская область,2011-26-09,10,2270.79
CE,434,Владимирская область,2016-18-04,9,27710.14
NW,436,Мурманская область,2012-14-03,2,18809.12
SB,452,Кемеровская область,2011-20-12,15,100423.63
FE,441,Сахалинская область,2012-10-01,21,58039.34
FE,442,Хабаровский край,2013-18-12,16,152069.47
FE,443,Хабаровский край,2013-21-12,3,17096.32
NW,437,Калининградская область,2012-06-01,17,430948.10
NK,453,Карачаево-Черкесская Республика,2013-13-11,31,309730.37
UR,461,Челябинская область,2012-13-04,7,230139.35
VG,470,Самарская область,2016-02-06,1,8318.51
SB,453,Республика Тыва,2015-24-12,0,0.00
SO,437,Краснодарский край,2014-22-02,9,113721.74
CE,435,Тульская область,2015-07-08,4,51470.84
CE,436,Ивановская область,2013-12-12,11,184546.65
SB,454,Забайкальский край,2012-03-11,13,281445.05
UR,462,Ханты-Мансийский автономный округ,2013-21-04,3,24811.70
SB,455,Забайкальский край,2010-07-08,11,100043.63
NK,454,Республика Дагестан,2012-24-11,26,612176.29
FE,444,Республика Саха (Якутия),2012-10-03,13,205245.96
NK,455,Карачаево-Черкесская Республика,2010-21-04,6,98019.01
CE,437,Тверская область,2010-31-08,5,112625.64
NK,456,Кабардино-Балкарская Республика,2014-19-06,2,21662.67
NW,438,Архангельская область,2012-22-09,1,2856.62
SB,456,Новосибирская область,2016-08-02,20,439125.54
CE,438,Смоленская область,2012-08-12,13,332242.12
SB,457,Новосибирская область,2016-21-02,5,115354.94
UR,463,Свердловская область,2011-13-11,10,38881.80
CE,439,Смоленская область,2016-17-03,17,524893.42
NW,439,Калининградская область,2016-14-05,8,174902.17
SB,458,Республика Хакасия,2014-03-10,27,1052335.39
SB,459,Омская область,2016-21-03,12,132676.23
NK,457,Республика Дагестан,2013-23-05,6,6892.90
NW,440,Архангельская область,2010-30-11,8,226246.34
SB,460,Республика Тыва,2010-14-05,4,100682.75
CE,440,Курская область,2011-03-07,17,379053.48
SO,438,Республика Калмыкия,2013-27-11,4,24015.44
FE,445,Амурская область,2014-17-04,4,129564.96
NW,441,Санкт-Петербург,2011-08-07,5,9580.81
VG,471,Республика Татарстан,2012-09-03,14,446016.10
SO,439,Республика Калмыкия,2013-19-12,10,236813.91
FE,446,Приморский край,2015-19-06,21,375727.98
NW,442,Ненецкий автономный округ,2011-07-07,5,45359.63
NK,458,Республика Ингушетия,2012-28-03,26,331167.59
FE,447,Камчатский край,2015-27-07,10,207252.68
SO,440,Волгоградская область,2012-16-03,5,145776.37
NW,443,Санкт-Петербург,2012-22-02,16,236589.98
UR,464,Челябинская область,2010-13-08,9,275888.40
SO,441,Республика Крым,2014-31-08,18,466983.81
CE,441,Липецкая область,2011-28-11,7,109109.01
CE,442,Смоленская область,2014-19-01,10,97074.79
SO,442,Волгоградская область,2013-05-08,1,37603.41
SB,461,Иркутская область,2013-28-12,0,0.00
NK,459,Карачаево-Черкесская Республика,2011-21-10,11,61706.32
CE,443,Владимирская область,2010-24-06,11,5457.75
NW,444,Республика Карелия,2016-10-03,4,13661.13
SB,462,Томская область,2011-16-10,5,74727.16
NW,445,Санкт-Петербург,2012-04-03,13,550999.76
CE,444,Брянская область,2014-10-06,9,175592.97
SB,463,Новосибирская область,2011-22-01,15,372697.49
VG,472,Кировская область,2015-05-08,1,39062.59
CE,445,Рязанская область,2012-24-10,0,0.00
SO,443,Севастополь,2016-09-07,10,4102.38
SB,464,Республика Бурятия,2013-29-08,0,0.00
NK,460,Республика Дагестан,2012-16-09,6,173433.71
VG,473,Республика Башкортостан,2016-24-02,19,617201.39
FE,448,Сахалинская область,2014-17-05,15,123872.76
NW,446,Санкт-Петербург,2014-11-09,17,261553.08
SB,465,Забайкальский край,2013-05-09,8,121801.99
SB,466,Забайкальский край,2010-28-10,8,163808.41
NK,461,Карачаево-Черкесская Республика,2014-17-11,3,45271.74
UR,465,Челябинская область,2011-30-09,16,123886.93
CE,446,Тверская область,2012-27-11,10,162.86
VG,474,Оренбургская область,2012-17-10,10,54969.79
SB,467,Иркутская область,2012-30-08,12,126181.03
VG,475,Республика Татарстан,2016-08-04,0,0.00
SO,444,Республика Адыгея,2015-14-07,2,16295.70
NW,447,Мурманская область,2015-27-02,7,77250.08
CE,447,Орловская область,2013-14-10,6,35357.12
VG,476,Самарская область,2012-18-10,13,9959.53
NW,448,Вологодская область,2011-24-07,2,3832.95
VG,477,Ульяновская область,2013-19-05,32,776219.87
SB,468,Иркутская область,2013-27-12,17,134348.84
SO,445,Астраханская область,2010-10-01,15,74893.44
CE,448,Владимирская область,2014-20-02,7,92440.98
SO,446,Республика Калмыкия,2015-16-10,1,5490.58
CE,449,Тамбовская область,2013-17-07,12,313454.69
NW,449,Калининградская область,2012-17-12,21,330190.35
VG,478,Республика Мордовия,2010-23-01,16,322916.44
NK,462,Ставропольский край,2011-11-05,5,80250.96
SB,469,Забайкальский край,2012-14-11,5,97507.81
VG,479,Ульяновская область,2014-08-11,2,8212.60
VG,480,Нижегородская область,2011-16-09,5,77563.83
NK,463,Республика Ингушетия,2014-06-01,5,39834.02
SO,447,Севастополь,2012-20-09,9,75440.79
NK,464,Чеченская Республика,2010-06-09,15,38975.69
UR,466,Челябинская область,2016-02-07,7,330743.65
SB,470,Томская область,2014-03-04,17,173904.11
UR,467,Ямало-Ненецкий автономный округ,2012-17-02,15,118837.43
NK,465,Республика Ингушетия,2010-02-06,12,232973.48
VG,481,Саратовская область,2015-26-07,12,309923.91
SO,448,Волгоградская область,2010-13-08,12,56163.96
SO,449,Астраханская область,2013-16-02,14,671628.93
VG,482,Республика Марий Эл,2014-25-08,27,83765.14
UR,468,Ямало-Ненецкий автономный округ,2015-26-11,8,181218.12
NW,450,Ленинградская область,2012-07-04,7,165979.57
VG,483,Чувашская Республика,2014-05-11,9,34212.56
SO,450,Астраханская область,2010-08-10,2,64800.58
FE,449,Магаданская область,2014-21-02,4,82347.37
SO,451,Республика Адыгея,2016-29-01,8,142143.46
FE,450,Сахалинская область,2013-22-06,11,224873.72
NW,451,Калининградская область,2014-14-08,4,214505.58
SO,452,Ростовская область,2010-30-03,5,43430.87
SB,471,Новосибирская область,2011-01-08,15,117472.51
FE,451,Приморский край,2014-17-01,19,196789.23
FE,452,Хабаровский край,2010-02-03,8,124841.44
SO,453,Республика Адыгея,2013-31-08,11,14033.80
UR,469,Курганская область,2014-04-07,16,62428.36
NK,466,Карачаево-Черкесская Республика,2016-07-03,16,130780.16
VG,484,Оренбургская область,2011-08-04,6,37638.31
NW,452,Новгородская область,2013-30-04,20,715197.78
NK,467,Республика Северная Осетия,2013-12-07,6,9526.26
FE,453,Магаданская область,2015-26-12,10,127375.65
SO,454,Краснодарский край,2010-05-07,10,215124.00
NW,453,Ленинградская область,2012-12-08,18,196967.41
VG,485,Саратовская область,2012-28-09,14,93534.37
SB,472,Республика Алтай,2016-17-04,4,70498.86
NK,468,Карачаево-Черкесская Республика,2010-19-08,16,455900.98
CE,450,Орловская область,2015-22-03,3,56229.56
NK,469,Карачаево-Черкесская Республика,2013-06-01,17,576123.14
CE,451,Брянская область,2013-06-02,1,6204.80
CE,452,Калужская область,2013-17-05,16,453306.51
CE,453,Владимирская область,2015-29-08,2,46967.28
CE,454,Орловская область,2013-28-01,12,272596.47
